customer_id,join_date,last_purchase_date,age,gender,location,responded_to_Buy_One_Get_One,responded_to_Discount,responded_to_Free_Shipping,Buy_One_Get_One_response_date,Discount_response_date,Free_Shipping_response_date,number_of_site_visits,number_of_emails_opened,number_of_clicks,customer_life_months,total_spend,monthly_spend,CLV,Recency,Frequency
4339,2023-08-03,2024-05-17,43.0,Male,Phamton,0,1,0,,2023-11-13,,116,50,1.0,9.6,12478.49,1299.8427083333333,17532.87617279539,49,2.5
4340,2024-01-06,2024-04-22,44.0,Female,Lake Peterberg,0,0,1,,,2024-04-09,4,11,4.0,3.566666666666667,9911.869999999999,2779.028971962616,7631.0,74,4.766355140186915
4341,2020-09-19,2024-02-07,41.0,Female,Charlesburgh,0,0,0,,,,363,139,69.04999999999927,41.2,6137.31,148.9638349514563,2009.2927057131662,149,0.2669902912621359
4342,2020-11-25,2023-06-12,25.0,Female,Port Taylor,0,0,0,,,,363,139,33.0,30.966666666666665,818.05,26.417115177610334,356.3261972253494,389,0.06458557588805167
4343,2021-01-06,2023-10-08,36.0,Male,Lake Beckyland,0,0,0,,,,270,139,20.0,33.5,13035.390000000001,389.11611940298513,5248.577150599115,271,0.417910447761194
4344,2022-08-12,2023-12-05,63.0,Female,Jenniferport,0,0,2,,,2023-08-13,210,39,31.0,16.0,2538.4900000000002,158.65562500000001,2140.0200265839558,213,0.3125
4345,2023-08-03,2024-01-31,63.0,Male,Port Amy,0,0,0,,,,40,17,1.0,6.033333333333333,15989.96,2650.2696132596684,35748.055249995734,156,3.6464088397790055
4346,2021-06-04,2022-12-14,61.0,Male,Kaylachester,2,0,0,2022-10-06,,,273,33,42.0,18.6,7877.98,423.54731182795695,5713.000906949421,569,1.021505376344086
4347,2021-09-22,2022-06-30,49.0,Female,Georgeport,0,2,0,,2022-04-16,,28,5,27.0,9.366666666666667,10466.85,1117.4572953736654,15072.7778542487,736,1.601423487544484
4348,2022-07-14,2022-08-09,43.0,Male,Lake Kristen,0,0,0,,,,9,3,1.0,0.8666666666666667,11843.8,13665.923076923076,7631.0,696,24.23076923076923
4349,2021-10-31,2022-11-21,43.0,Male,Marcusport,0,1,3,,2022-02-03,2022-11-07,171,68,10.0,12.866666666666667,9018.55,700.9235751295336,9454.379495728723,592,0.7772020725388601
4350,2021-10-22,2023-02-05,34.0,Male,Bennettbury,1,1,0,2022-11-19,2022-05-07,,179,16,5.0,15.7,9415.300000000001,599.7006369426753,8089.037958865177,516,1.1464968152866242
4351,2024-05-21,2024-05-23,20.0,Female,Deborahtown,1,1,1,2024-05-22,2024-05-22,2024-05-22,1,1,1.0,0.06666666666666667,3216.02,48240.3,7631.0,43,45.0
4352,2024-05-02,2024-05-13,43.0,Female,Shannonfort,0,0,1,,,2024-05-04,2,1,1.0,0.36666666666666664,2869.7000000000003,7826.454545454547,7631.0,53,24.545454545454547
4353,2022-07-02,2024-04-06,60.0,Male,Kristenbury,0,0,1,,,2023-12-05,27,96,23.0,21.466666666666665,10910.33,508.2451863354038,6855.444785980063,90,0.7919254658385094
4354,2024-01-06,2024-04-26,42.0,Male,Millerburgh,0,0,0,,,,39,14,5.0,3.7,1680.62,454.2216216216216,6126.750102794716,70,0.8108108108108107
4355,2022-12-21,2024-03-21,19.0,Female,Gilbertshire,0,0,1,,,2023-12-19,219,18,31.0,15.2,6625.07,435.8598684210526,5879.078332112715,106,0.5921052631578948
4356,2023-02-16,2023-11-08,43.0,Male,Kurtville,0,0,0,,,,38,51,11.0,8.833333333333334,10238.38,1159.0618867924527,15633.959714860624,240,2.490566037735849
4357,2020-09-05,2020-10-01,20.0,Female,Osbornestad,0,0,0,,,,4,2,1.0,0.8666666666666667,9788.81,11294.780769230769,7631.0,1373,21.923076923076923
4358,2023-05-13,2023-09-04,21.0,Female,Port Dennis,2,0,0,2023-08-01,,,14,13,5.0,3.8,7840.96,2063.4105263157894,7631.0,305,4.2105263157894735
4359,2021-10-07,2023-04-22,33.0,Male,Kimberlyton,0,1,0,,2022-01-29,,45,10,5.0,18.733333333333334,12481.59,666.2770462633451,8987.051182438461,440,1.0676156583629892
4360,2022-01-31,2023-08-09,42.0,Female,West Johnfort,0,1,1,,2022-10-25,2022-04-22,169,38,22.0,18.5,10218.87,552.3713513513514,7450.638790796951,331,1.2432432432432432
4361,2023-04-29,2024-03-21,54.0,Male,South Jasonbury,0,0,0,,,,98,19,29.0,10.9,8317.25,763.0504587155963,10292.375470113018,106,0.9174311926605504
4362,2021-04-29,2021-11-04,49.0,Male,Jenniferberg,0,1,1,,2021-06-30,2021-10-25,37,12,13.0,6.3,6487.02,1029.6857142857143,13888.874407439595,974,1.5873015873015874
4363,2023-10-17,2024-04-30,51.0,Male,West Juan,0,0,0,,,,90,20,3.0,6.533333333333333,3750.7799999999997,574.0989795918367,7743.711031789412,66,1.3775510204081634
4364,2022-11-16,2023-04-23,27.0,Male,Terrimouth,1,1,0,2023-02-19,2022-12-23,,76,7,8.0,5.266666666666667,9222.58,1751.1227848101266,23619.94936202947,439,3.79746835443038
4365,2020-08-23,2021-02-08,39.0,Female,East Michelleshire,1,0,0,2020-10-10,,,32,31,2.0,5.633333333333334,4811.29,854.075147928994,11520.158335235208,1243,0.7100591715976331
4366,2023-10-18,2024-02-22,67.0,Female,Payneberg,1,2,0,2024-02-16,2024-02-21,,47,20,7.0,4.233333333333333,17887.93,4225.4952755905515,56995.42333906957,134,5.905511811023622
4367,2024-03-13,2024-04-16,27.0,Female,East Ronaldview,0,2,2,,2024-04-15,2024-04-06,10,4,2.0,1.1333333333333333,10655.02,9401.488235294119,7631.0,80,12.352941176470589
4368,2023-11-03,2024-02-29,43.0,Female,Williamsport,1,0,0,2023-12-15,,,48,2,5.0,3.933333333333333,8260.53,2100.134745762712,7631.0,127,3.305084745762712
4370,2024-01-24,2024-03-02,43.0,Male,Castillochester,0,2,0,,2024-02-18,,15,3,2.0,1.2666666666666666,9114.27,7195.476315789474,7631.0,125,15.0
4371,2023-01-06,2023-01-15,37.0,Female,Victorville,0,2,1,,2023-01-09,2023-01-06,1,1,1.0,0.3,6528.62,21762.066666666666,7631.0,537,20.0
4372,2020-03-07,2020-09-24,39.0,Female,West Douglas,1,0,0,2020-04-04,,,67,2,1.0,6.7,12294.25,1834.9626865671642,24750.82051007034,1380,2.835820895522388
4373,2023-01-25,2023-05-11,35.0,Male,Javierville,0,1,1,,2023-03-24,2023-04-23,42,8,5.0,3.533333333333333,2441.22,690.9113207547169,7631.0,421,1.1320754716981132
4374,2024-05-28,2024-05-29,34.0,Female,Kevinfort,2,0,0,2024-05-28,,,1,1,1.0,0.03333333333333333,10264.26,307927.8,7631.0,37,570.0
4375,2023-07-14,2023-09-25,27.0,Male,Kimberlyborough,0,1,0,,2023-08-15,,23,2,4.0,2.433333333333333,3289.95,1352.0342465753424,7631.0,284,2.8767123287671237
4376,2020-04-28,2023-05-07,66.0,Male,Port Nancyfort,0,1,0,,2022-07-12,,128,114,12.0,36.8,4176.18,113.48315217391306,1530.7129408872106,425,0.2173913043478261
4377,2022-02-14,2022-12-24,63.0,Male,North David,1,0,0,2022-04-15,,,97,15,12.0,10.433333333333334,1692.67,162.2367412140575,2188.3237688282506,559,0.19169329073482427
4378,2022-10-19,2023-08-22,32.0,Female,Ericachester,0,0,0,,,,30,42,3.0,10.233333333333333,1418.0700000000002,138.57361563517918,1869.1446497117954,318,0.39087947882736157
4379,2020-07-01,2020-10-12,40.0,Male,Lake Joseph,1,0,0,2020-08-20,,,32,16,1.0,3.433333333333333,3153.39,918.4631067961166,7631.0,1362,2.0388349514563107
4380,2023-05-02,2023-05-22,65.0,Male,West Erictown,0,2,0,,2023-05-13,,2,2,1.0,0.6666666666666666,8035.780000000001,12053.670000000002,7631.0,410,21.0
4381,2021-10-12,2023-09-29,41.0,Female,Zhangport,0,0,0,,,,75,112,60.0,23.9,10771.92,450.707949790795,6079.356081405227,280,0.8368200836820084
4382,2022-02-26,2024-05-05,22.0,Male,North James,0,0,1,,,2022-04-23,19,43,6.0,26.633333333333333,1834.24,68.87008760951188,928.9514110637234,61,0.11264080100125157
4383,2021-10-29,2023-07-16,67.0,Male,New Lucasport,0,1,0,,2021-12-31,,78,42,24.0,20.833333333333332,2235.12,107.28576,1447.1196654217576,355,0.14400000000000002
4384,2021-12-02,2023-08-16,45.0,Male,Port Maureen,1,1,1,2022-06-14,2023-06-27,2023-01-20,12,54,20.0,20.733333333333334,4971.73,239.7940514469453,3234.452433389401,324,0.5305466237942122
4385,2020-10-03,2022-10-22,19.0,Male,West Lindseyside,0,1,0,,2021-09-01,,257,91,1.0,24.966666666666665,2180.43,87.33364485981308,1177.9963615823322,622,0.1602136181575434
4386,2021-10-12,2023-03-10,26.0,Female,North Benjamin,0,0,1,,,2022-09-04,167,55,29.0,17.133333333333333,3484.23,203.35972762645915,2743.0095196516418,483,0.2918287937743191
4387,2023-11-23,2024-01-10,60.0,Male,Christopherport,0,1,0,,2023-12-19,,22,3,3.0,1.6,6854.22,4283.8875,7631.0,177,6.25
4388,2023-10-06,2024-01-17,64.0,Male,Greenberg,1,0,0,2023-10-29,,,3,1,9.0,3.433333333333333,7177.77,2090.6126213592233,7631.0,170,3.4951456310679614
4389,2022-07-05,2022-12-23,21.0,Female,New Mitchell,0,1,1,,2022-08-08,2022-11-26,38,28,1.0,5.7,4539.95,796.4824561403508,10743.321624828162,560,1.9298245614035088
4390,2020-02-23,2020-03-17,42.0,Male,Katherineberg,0,1,1,,2020-02-26,2020-03-06,4,3,1.0,0.7666666666666667,8893.32,11599.982608695651,7631.0,1571,20.869565217391305
4391,2023-05-10,2023-06-01,32.0,Male,Morganside,0,2,0,,2023-05-23,,2,2,1.0,0.7333333333333333,15859.37,21626.41363636364,7631.0,400,31.363636363636367
4392,2023-02-15,2023-02-16,43.0,Male,Cynthiaborough,2,1,0,2023-02-15,2023-02-15,,1,1,1.0,0.03333333333333333,9722.26,291667.8,7631.0,505,450.0
4393,2022-08-10,2023-02-23,36.0,Male,West Thomasville,2,0,0,2023-01-04,,,48,10,8.0,6.566666666666666,11651.27,1774.305076142132,23932.64276771613,498,2.436548223350254
4394,2021-09-23,2022-11-09,23.0,Female,New Mark,0,1,0,,2022-08-26,,49,72,33.0,13.733333333333333,10785.08,785.321359223301,10592.77561726536,604,1.529126213592233
4395,2022-05-06,2022-08-03,39.0,Female,Thompsonborough,1,1,0,2022-06-06,2022-07-26,,2,9,7.0,2.966666666666667,939.51,316.6887640449438,4271.643676360675,702,1.0112359550561798
4396,2020-01-29,2022-02-20,20.0,Female,Port Jesusland,0,1,0,,2021-12-12,,126,134,35.0,25.1,9139.960000000001,364.14183266932275,4911.712486899436,866,0.6772908366533864
4397,2022-05-24,2023-06-05,63.0,Male,Jimenezborough,0,1,0,,2022-12-15,,30,74,8.0,12.566666666666666,11009.5,876.0875331564987,11817.071509411924,396,1.273209549071618
4399,2020-11-07,2021-02-25,37.0,Male,South Rebecca,0,0,2,,,2021-01-05,43,11,2.0,3.6666666666666665,12365.66,3372.4527272727273,7631.0,1226,6.818181818181818
4400,2023-03-03,2023-08-08,44.0,Female,Amyview,1,0,0,2023-08-06,,,25,29,10.0,5.266666666666667,19136.57,3633.5259493670887,49010.66885436964,332,4.746835443037975
4401,2020-02-02,2022-10-17,36.0,Male,North Gerald,0,0,0,,,,363,75,56.0,32.93333333333333,11901.92,361.3943319838057,4874.652934235863,627,0.6680161943319839
4402,2022-02-14,2022-03-03,22.0,Male,North Richard,1,0,0,2022-02-28,,,5,2,1.0,0.5666666666666667,8702.130000000001,15356.700000000003,7631.0,855,42.35294117647059
4403,2021-04-22,2021-05-04,35.0,Female,Lake Joseph,0,0,0,,,,1,1,1.0,0.4,8020.39,20050.975,7631.0,1158,30.0
4404,2024-01-17,2024-05-13,54.0,Male,West Cassandra,0,0,0,,,,21,16,10.0,3.9,13498.66,3461.1948717948717,7631.0,53,5.641025641025641
4405,2021-05-21,2022-10-03,55.0,Male,Port Sarahstad,0,1,1,,2021-11-28,2021-05-21,18,73,14.0,16.666666666666668,11045.53,662.7318,8939.2312705839,641,1.2
4406,2023-06-05,2024-02-16,36.0,Male,Payneside,1,0,0,2023-06-27,,,21,42,12.0,8.533333333333333,10106.59,1184.366015625,15975.273440465447,140,2.2265625
4407,2021-01-03,2021-03-27,32.0,Male,North Justin,0,0,1,,,2021-01-15,32,1,5.0,2.7666666666666666,3126.58,1130.089156626506,7631.0,1196,2.891566265060241
4408,2023-08-16,2024-02-04,18.0,Male,Lake Saraton,0,1,0,,2023-09-14,,56,10,5.0,5.733333333333333,9958.76,1736.993023255814,23429.36064072139,152,2.441860465116279
4409,2023-04-24,2024-01-18,46.0,Male,Kentfort,1,0,1,2023-05-06,,2023-09-13,130,47,2.0,8.966666666666667,2138.23,238.464312267658,3216.516299868713,169,0.44609665427509293
4410,2022-05-18,2023-12-20,61.0,Female,Wrighttown,1,0,0,2022-11-12,,,252,77,42.0,19.366666666666667,13699.99,707.4005163511188,9541.743457297684,198,0.9810671256454389
4411,2022-06-12,2022-12-18,44.0,Male,North Tammytown,0,0,1,,,2022-08-02,25,2,16.0,6.3,6428.92,1020.4634920634921,13764.480833337428,565,1.746031746031746
4412,2022-12-11,2023-10-18,69.0,Male,Randyville,0,2,1,,2023-10-11,2023-03-31,68,41,10.0,10.366666666666667,8311.2,801.7234726688104,10814.014865805662,261,1.5434083601286173
4413,2023-02-04,2023-03-12,41.0,Female,Hernandezside,0,0,0,,,,10,3,2.0,1.2,6315.02,5262.516666666667,7631.0,481,10.833333333333334
4414,2021-08-16,2022-12-22,64.0,Male,Troymouth,1,0,0,2022-08-26,,,174,38,34.0,16.433333333333334,10950.69,666.3705882352941,8988.312919570675,561,1.156186612576065
4415,2020-12-18,2022-04-03,51.0,Female,Travisfurt,0,1,0,,2021-02-10,,185,56,43.0,15.7,3491.79,222.40700636942677,2999.92797408323,824,0.3184713375796179
4416,2024-01-19,2024-04-02,27.0,Female,South Erica,2,0,0,2024-03-24,,,27,9,1.0,2.466666666666667,5487.570000000001,2224.6905405405405,7631.0,94,3.243243243243243
4418,2023-03-04,2023-11-04,24.0,Female,Perkinschester,0,0,0,,,,39,10,3.0,8.166666666666666,11996.43,1468.9506122448981,19813.88134373959,244,2.6938775510204085
4419,2020-11-11,2023-02-18,64.0,Male,Lake Rebecca,0,0,1,,,2022-06-17,116,74,53.0,27.633333333333333,12355.15,447.1103739445115,6030.83032407263,503,0.7599517490952955
4420,2020-10-27,2023-02-27,43.0,Male,Jamesview,0,0,0,,,,271,114,25.0,28.433333333333334,1334.79,46.944548651817115,633.2096593098004,494,0.035169988276670575
4421,2023-02-16,2024-03-25,27.0,Male,Raymondview,0,0,0,,,,124,51,8.0,13.433333333333334,12008.42,893.927047146402,12057.699077472733,102,1.488833746898263
4422,2020-01-18,2020-12-26,60.0,Female,East Emilybury,1,0,1,2020-12-10,,2020-11-05,124,39,3.0,11.433333333333334,16191.5,1416.1661807580174,19101.900659324692,1287,2.186588921282799
4423,2022-11-23,2023-11-26,26.0,Male,Justinport,0,0,1,,,2023-03-23,37,27,23.0,12.266666666666667,3709.5299999999997,302.4073369565217,4079.0092205862775,222,0.6521739130434783
4424,2023-11-24,2024-05-19,68.0,Female,Jacksonshire,0,0,0,,,,40,26,13.0,5.9,8397.67,1423.3338983050846,19198.58212962,47,2.3728813559322033
4425,2020-03-25,2020-12-28,45.0,Male,Port Xavier,0,0,1,,,2020-07-20,73,15,12.0,9.266666666666667,10383.34,1120.5043165467625,15113.877476980973,1285,2.158273381294964
4426,2023-04-12,2024-04-09,51.0,Male,East Kyle,0,2,0,,2023-11-21,,133,41,7.0,12.1,7514.4400000000005,621.0280991735538,8376.712576706763,87,1.0743801652892562
4427,2023-12-28,2024-04-06,61.0,Female,New Danielville,0,0,0,,,,46,15,5.0,3.3333333333333335,10428.63,3128.5889999999995,7631.0,90,5.3999999999999995
4428,2020-03-23,2020-09-15,55.0,Male,Port Candace,0,0,1,,,2020-06-06,29,25,12.0,5.866666666666666,8124.01,1384.774431818182,18678.474314366904,1389,3.0681818181818183
4429,2022-06-03,2022-12-29,31.0,Female,East Robert,0,1,0,,2022-07-15,,49,33,12.0,6.966666666666667,730.03,104.788995215311,1413.4421538875524,554,0.28708133971291866
4430,2021-03-01,2022-02-09,32.0,Female,Brandonport,0,0,1,,,2021-04-12,35,10,16.0,11.5,5353.08,465.48521739130433,6278.67866201515,877,0.8695652173913043
4431,2023-05-29,2024-01-24,38.0,Female,Denisemouth,0,0,0,,,,46,25,9.0,8.0,14778.6,1847.325,24917.569078368357,163,3.0
4432,2022-05-09,2022-06-08,52.0,Male,West Reginald,0,0,0,,,,14,3,1.0,1.0,732.02,732.02,7631.0,758,3.0
4433,2020-08-25,2020-12-31,60.0,Female,West Ronald,0,1,1,,2020-10-31,2020-09-23,53,12,3.0,4.266666666666667,11037.89,2587.00546875,34894.71937731305,1282,3.046875
4434,2023-10-08,2024-04-06,30.0,Female,Williamchester,0,0,1,,,2024-03-19,59,7,12.0,6.033333333333333,15082.32,2499.832044198895,33718.88414093066,90,4.143646408839779
4435,2022-05-30,2023-12-19,36.0,Female,Williamschester,1,0,1,2023-11-04,,2022-09-13,92,29,43.0,18.933333333333334,5859.28,309.469014084507,4174.260368947128,199,0.5809859154929577
4436,2020-08-25,2022-04-23,27.0,Female,Benderport,0,0,1,,,2022-03-02,147,35,35.0,20.2,5389.03,266.7836633663366,3598.5007299261697,804,0.5445544554455446
4437,2023-09-14,2024-02-18,53.0,Male,Stephenchester,0,1,1,,2023-12-24,2023-10-23,50,8,5.0,5.233333333333333,2565.6,490.2420382165605,6612.6100455422,138,1.1464968152866242
4438,2020-11-16,2021-05-10,45.0,Male,Anthonyborough,1,0,0,2020-12-13,,,28,15,4.0,5.833333333333333,15712.36,2693.547428571429,36331.806323895384,1152,3.942857142857143
4439,2022-05-31,2023-09-27,64.0,Female,West Randyville,1,0,1,2022-09-02,,2023-04-08,58,68,10.0,16.133333333333333,4356.78,270.048347107438,3642.5362854661644,282,0.37190082644628103
4440,2023-11-16,2024-01-01,19.0,Female,Alexanderside,1,0,0,2023-11-21,,,19,8,1.0,1.5333333333333334,11335.44,7392.678260869565,7631.0,186,15.652173913043477
4441,2023-12-16,2024-02-28,69.0,Male,West Dominiquemouth,1,1,1,2024-01-27,2024-02-11,2024-01-21,35,10,1.0,2.466666666666667,6486.3099999999995,2629.585135135135,7631.0,128,4.0540540540540535
4442,2023-12-05,2024-04-16,21.0,Male,Bassside,0,0,1,,,2024-03-11,12,14,5.0,4.433333333333334,3797.8300000000004,856.6533834586467,11554.934761641185,80,1.1278195488721805
4443,2022-10-15,2023-08-16,38.0,Male,South Kristentown,0,1,1,,2023-02-08,2023-02-01,115,15,15.0,10.166666666666666,2411.27,237.17409836065576,3199.113301396003,324,0.49180327868852464
4444,2023-06-18,2024-04-14,46.0,Male,West Matthewburgh,1,0,1,2024-01-01,,2023-12-24,116,42,26.0,10.033333333333333,14257.86,1421.049169435216,19167.764656007996,82,1.9933554817275747
4445,2021-01-28,2023-08-07,53.0,Female,Shaunmouth,0,0,0,,,,215,16,3.0,30.7,10498.65,341.9755700325733,4612.723743467468,333,0.7166123778501629
4446,2023-03-28,2024-01-11,43.0,Female,Cruzton,0,1,1,,2023-07-19,2023-06-24,135,1,2.0,9.633333333333333,10744.24,1115.3190311418684,15043.935963025659,176,2.179930795847751
4447,2021-11-26,2023-06-18,29.0,Male,Ericton,0,2,1,,2023-04-20,2022-07-22,236,110,10.0,18.966666666666665,11246.54,592.9634446397189,7998.163611036199,383,1.1072056239015817
4448,2024-05-09,2024-05-28,68.0,Male,West Amberland,0,2,0,,2024-05-27,,5,1,1.0,0.6333333333333333,10442.67,16488.426315789475,7631.0,38,30.0
4449,2020-08-27,2024-01-22,51.0,Female,North Michaelstad,0,0,0,,,,363,139,49.0,41.43333333333333,11821.85,285.32220434432827,3848.557095444565,165,0.4344328238133548
4450,2024-04-22,2024-05-24,59.0,Male,South Kevinshire,0,0,0,,,,1,5,1.0,1.0666666666666667,3870.36,3628.4625,7631.0,42,8.4375
4451,2022-11-27,2023-08-12,48.0,Female,Port Jenna,0,0,1,,,2023-06-13,62,21,14.0,8.6,9632.49,1120.0569767441862,15107.843552018014,328,2.2093023255813953
4452,2023-11-25,2024-04-14,29.0,Male,Lake Patrick,0,0,0,,,,45,18,6.0,4.7,11267.41,2397.3212765957446,32336.171768701595,82,3.829787234042553
4453,2021-12-01,2024-01-15,30.0,Female,Lake Scottmouth,1,1,1,2023-11-14,2023-04-20,2023-04-03,42,51,39.0,25.833333333333332,7568.34,292.968,3951.687103109318,172,0.6193548387096774
4454,2024-02-28,2024-04-21,43.0,Female,Alvarezland,0,1,0,,2024-03-21,,13,1,2.0,1.7666666666666666,13207.64,7476.022641509434,7631.0,75,10.18867924528302
4455,2023-01-05,2023-06-20,65.0,Male,Lake Kennethhaven,1,0,0,2023-03-14,,,69,3,14.0,5.533333333333333,16846.78,3044.598795180723,41066.94858502577,381,3.9759036144578315
4456,2024-05-01,2024-05-23,18.0,Male,Youngchester,0,0,2,,,2024-05-17,10,1,1.0,0.7333333333333333,12452.52,16980.70909090909,7631.0,43,34.09090909090909
4457,2023-01-07,2024-04-28,24.0,Male,East Susanborough,0,0,1,,,2023-09-30,164,15,7.0,15.9,4923.81,309.6735849056604,4177.019714253182,68,0.6289308176100629
4458,2020-06-04,2022-01-30,53.0,Female,Rodriguezfort,0,2,0,,2020-11-22,,143,41,9.0,20.166666666666668,6000.04,297.52264462809916,4013.1222442718527,887,0.5454545454545454
4459,2023-11-28,2024-02-12,50.0,Female,Bryantmouth,1,0,0,2023-11-28,,,5,8,4.0,2.533333333333333,13602.550000000001,5369.427631578948,7631.0,144,8.289473684210527
4460,2020-02-11,2022-05-07,18.0,Male,Port Timothy,1,1,0,2020-04-08,2022-03-11,,127,15,51.0,27.2,13312.17,489.41801470588234,6601.495237509222,790,0.7352941176470589
4461,2021-03-30,2023-12-19,22.0,Male,East Ginaborough,0,0,1,,,2021-06-19,207,139,38.0,33.13333333333333,4549.65,137.31338028169014,1852.146015754281,199,0.12072434607645875
4463,2023-09-08,2023-10-06,36.0,Female,West Sonia,0,3,0,,2023-10-02,,13,2,1.0,0.9333333333333333,5178.99,5548.9178571428565,7631.0,273,11.785714285714285
4464,2021-12-15,2024-03-15,35.0,Male,North Heather,0,0,0,,,,106,139,13.0,27.366666666666667,6006.57,219.48489646772228,2960.5132120189987,112,0.21924482338611448
4465,2021-02-13,2024-01-16,27.0,Male,West Matthewmouth,1,0,0,2022-09-17,,,107,119,34.0,35.56666666666667,800.76,22.514339268978443,303.68376110786767,171,0.05623242736644798
4466,2023-11-26,2023-12-09,36.0,Female,East Loribury,0,0,0,,,,5,1,1.0,0.43333333333333335,8600.130000000001,19846.453846153847,7631.0,209,25.384615384615383
4467,2020-01-08,2021-08-11,20.0,Male,West Josephport,0,0,1,,,2021-02-05,147,24,54.0,19.366666666666667,9401.91,485.46867469879516,6548.2247234196275,1059,0.9810671256454389
4468,2023-11-29,2024-05-08,18.0,Female,South Alexis,0,1,0,,2023-12-06,,57,22,10.0,5.366666666666666,3402.88,634.0770186335404,8552.722402829551,58,1.863354037267081
4469,2022-10-16,2024-03-12,46.0,Female,Brianside,0,0,0,,,,227,33,39.0,17.1,10871.69,635.7713450292398,8575.576256377868,115,1.286549707602339
4470,2023-03-10,2023-07-08,44.0,Female,Colemanfort,2,0,1,2023-06-19,,2023-06-27,51,4,10.0,4.0,296.98,74.245,1001.4507009992603,363,0.25
4471,2020-10-27,2022-01-11,34.0,Male,Nicoleshire,0,1,1,,2020-10-28,2021-06-08,92,47,17.0,14.7,4856.79,330.3938775510204,4456.504549522973,906,0.6802721088435374
4472,2020-10-24,2023-12-06,64.0,Female,Clarkchester,1,0,1,2023-10-11,,2021-10-06,116,121,69.04999999999927,37.93333333333333,5923.46,156.15448154657295,2106.283453552314,212,0.210896309314587
4473,2022-05-24,2023-07-05,63.0,Female,South Rebekah,1,0,0,2022-08-14,,,185,64,13.0,13.566666666666666,9788.18,721.4874692874694,9731.75475628148,366,1.1793611793611793
4475,2021-12-01,2022-12-05,45.0,Male,North Michelleport,0,0,0,,,,146,13,35.0,12.3,9818.8,798.2764227642275,10767.519471592936,578,1.2195121951219512
4476,2022-08-05,2022-11-17,31.0,Female,Ericport,0,2,1,,2022-11-07,2022-10-23,41,11,5.0,3.466666666666667,899.64,259.51153846153846,3500.4109651788563,596,0.8653846153846153
4477,2023-04-03,2023-07-28,24.0,Female,East Sharonshire,1,0,1,2023-05-24,,2023-05-09,49,15,8.0,3.8666666666666667,16318.210000000001,4220.226724137931,7631.0,343,5.689655172413793
4478,2023-01-20,2024-01-05,43.0,Male,Kaylaland,0,0,0,,,,158,10,11.0,11.666666666666666,4245.12,363.8674285714286,4908.0111982444,182,0.34285714285714286
4479,2022-01-07,2022-10-30,54.0,Male,South Donnaland,0,1,1,,2022-02-19,2022-05-29,24,20,13.0,9.866666666666667,1957.77,198.42263513513512,2676.415745844185,614,0.4054054054054054
4480,2021-02-20,2023-04-23,56.0,Female,East Sandra,1,2,0,2021-06-15,2022-04-11,,88,77,5.0,26.4,8452.81,320.182196969697,4318.764706078339,439,0.6060606060606061
4481,2021-07-11,2022-12-06,50.0,Female,Waltersfurt,1,0,0,2022-03-17,,,99,73,19.0,17.1,11083.93,648.1830409356725,8742.99091818791,577,1.1695906432748537
4482,2021-11-01,2023-04-27,52.0,Male,West Katherine,1,0,0,2022-03-06,,,118,77,8.0,18.066666666666666,19561.65,1082.74815498155,14604.6050079053,435,1.3837638376383763
4484,2023-02-17,2024-05-17,43.0,Female,Garciaville,0,1,1,,2024-03-19,2023-02-28,59,39,17.0,15.166666666666666,5884.82,388.0101098901099,5233.658785699382,49,0.5934065934065934
4485,2021-01-04,2021-06-09,43.0,Male,South John,0,0,0,,,,42,11,7.0,5.2,13054.73,2510.5249999999996,33863.11564585046,1122,3.4615384615384612
4486,2023-05-17,2024-02-14,19.0,Female,Natalieside,0,0,0,,,,27,41,26.0,9.1,16987.85,1866.7967032967033,25180.212366349137,142,2.7472527472527473
4487,2023-12-13,2023-12-16,67.0,Male,Port Judith,0,0,2,,,2023-12-14,1,1,1.0,0.1,13502.89,135028.9,7631.0,202,170.0
4488,2022-10-28,2024-03-02,32.0,Male,Hurleyfurt,2,0,0,2023-12-25,,,108,11,45.0,16.366666666666667,9819.91,599.9945010183299,8093.001732648769,125,1.2830957230142566
4489,2023-04-19,2024-03-01,68.0,Female,West Lukefurt,1,0,0,2023-05-13,,,18,35,8.0,10.566666666666666,14528.28,1374.9160883280758,18545.500444087986,126,2.271293375394322
4490,2024-01-15,2024-03-17,28.0,Female,Mcleanberg,0,0,0,,,,10,2,3.0,2.066666666666667,822.06,397.7709677419354,5365.31772486114,110,0.9677419354838709
4492,2020-10-28,2021-12-25,21.0,Female,East Jessicastad,0,0,0,,,,79,40,2.0,14.1,5011.96,355.4581560283688,4794.58306324351,923,0.425531914893617
4493,2023-01-04,2023-05-22,42.0,Female,East Lukeside,0,0,0,,,,17,9,5.0,4.6,511.48,111.1913043478261,1499.7994435201367,410,0.4347826086956522
4494,2022-08-05,2024-02-15,46.0,Female,New Lauriemouth,1,0,1,2023-06-29,,2022-08-12,19,26,44.0,18.633333333333333,7526.04,403.90196779964225,5448.0154729332935,141,0.48300536672629696
4495,2024-02-18,2024-05-20,35.0,Female,North Deniseberg,1,2,0,2024-03-17,2024-05-01,,8,7,2.0,3.066666666666667,15118.27,4929.870652173913,7631.0,46,6.8478260869565215
