customer_id,join_date,last_purchase_date,age,gender,location,responded_to_Buy_One_Get_One,responded_to_Discount,responded_to_Free_Shipping,Buy_One_Get_One_response_date,Discount_response_date,Free_Shipping_response_date,number_of_site_visits,number_of_emails_opened,number_of_clicks
5711,2020-07-15,2022-05-28,69.0,Male,Emilyshire,2,1,1,2022-02-23,2021-10-20,2021-03-27,11,6,26.0
5712,2023-10-07,2023-10-30,52.0,Male,Staceyport,1,2,1,2023-10-28,2023-10-22,2023-10-22,4,2,1.0
5713,2020-04-24,2023-09-30,43.0,Male,North Ryan,1,0,0,2020-06-30,,,95,115,45.0
5714,2022-08-22,2024-03-03,36.0,Male,Careyfurt,0,0,0,,,,16,20,27.0
5715,2023-10-31,2024-04-07,35.0,Female,Sanchezfort,0,0,0,,,,44,4,4.0
5716,2020-04-09,2021-12-16,38.0,Female,Coopermouth,1,0,0,2021-09-05,,,274,21,14.0
5717,2020-07-30,2023-12-07,42.0,Male,East Erin,0,0,0,,,,363,139,45.0
5718,2024-05-15,2024-05-19,59.0,Male,Port Carriebury,1,0,0,2024-05-18,,,1,1,1.0
5719,2020-02-10,2022-11-30,59.0,Male,Lake Scott,1,0,0,2022-01-02,,,34,46,16.0
5720,2021-11-04,2024-05-09,26.0,Female,South Branditon,1,1,0,2023-06-08,2022-11-21,,189,92,56.0
5721,2020-01-28,2021-03-09,65.0,Female,North Richardhaven,0,2,0,,2021-01-19,,81,17,10.0
5722,2021-10-07,2022-04-02,48.0,Female,Lake Leah,0,0,1,,,2021-10-24,14,20,3.0
5723,2020-03-06,2021-12-19,27.0,Male,Lake Michael,0,1,1,,2020-09-07,2021-07-04,134,17,43.0
5724,2023-11-06,2023-12-25,34.0,Female,Lake Dawnview,0,1,0,,2023-12-04,,20,8,3.0
5725,2021-03-15,2021-12-31,25.0,Female,North Laura,0,0,0,,,,83,43,5.0
5726,2020-03-21,2022-11-13,43.0,Female,Nathanhaven,1,0,0,2021-08-29,,,269,139,2.0
5727,2023-09-17,2023-12-25,28.0,Male,Murilloborough,1,0,1,2023-12-15,,2023-12-15,16,11,3.0
5728,2021-07-28,2022-12-31,47.0,Male,Johnnybury,0,1,1,,2022-03-05,2022-05-05,127,39,46.0
5729,2020-11-02,2022-12-18,69.0,Male,Port Pamela,3,0,0,2022-09-19,,,59,97,57.0
5730,2020-02-29,2020-08-30,65.0,Female,Lonniefurt,0,1,1,,2020-04-08,2020-03-04,9,31,7.0
5731,2021-08-28,2023-01-05,37.0,Female,Moralesshire,0,0,1,,,2022-06-08,153,94,34.0
5732,2023-12-11,2024-01-09,44.0,Female,Justinton,1,0,0,2024-01-04,,,13,2,1.0
5733,2021-05-21,2022-03-17,21.0,Male,Jenkinston,0,0,1,,,2022-02-15,25,54,15.0
5734,2021-03-17,2024-03-29,37.0,Female,Lewisburgh,0,0,0,,,,307,104,69.04999999999927
5735,2021-02-05,2022-06-02,44.0,Female,New Gabrielleton,1,0,1,2021-07-01,,2021-11-27,40,95,45.0
5736,2024-01-10,2024-02-02,66.0,Male,Valeriebury,1,0,1,2024-01-20,,2024-01-31,9,2,1.0
5737,2023-05-20,2024-03-14,59.0,Female,Kristieside,0,0,1,,,2023-12-06,20,3,2.0
5738,2021-02-10,2021-04-20,19.0,Female,Hardyberg,1,0,0,2021-02-21,,,31,9,5.0
5739,2021-05-30,2023-02-07,61.0,Female,Lake James,0,1,1,,2022-10-04,2022-02-25,76,84,55.0
5740,2021-11-27,2022-08-11,26.0,Female,South Fernandochester,0,1,0,,2022-07-20,,48,13,18.0
5741,2023-07-05,2023-11-02,20.0,Male,South Jonathan,1,0,0,2023-07-18,,,12,21,3.0
5742,2021-10-14,2022-12-31,66.0,Male,Garciafort,1,0,0,2022-09-29,,,148,13,25.0
5743,2022-10-21,2023-08-27,61.0,Female,West Heather,0,0,2,,,2023-04-19,153,30,23.0
5744,2023-07-15,2023-07-18,43.0,Female,Michaelchester,1,1,0,2023-07-17,2023-07-17,,1,1,1.0
5745,2022-12-31,2024-04-23,40.0,Female,Port Kimberly,0,0,1,,,2023-07-25,204,43,39.0
5746,2021-11-11,2022-06-17,51.0,Male,Hodgesbury,2,0,1,2022-05-08,,2022-02-09,101,25,15.0
5747,2020-08-07,2024-04-01,20.0,Female,Caitlinstad,1,1,1,2023-01-27,2023-02-28,2023-07-22,336,139,60.0
5748,2023-06-30,2023-10-23,43.0,Male,Jameshaven,2,0,0,2023-09-09,,,24,16,1.0
5749,2024-05-05,2024-05-15,43.0,Female,East Samanthastad,3,0,0,2024-05-10,,,2,1,1.0
5750,2024-05-11,2024-05-28,42.0,Female,Shawhaven,1,1,0,2024-05-21,2024-05-19,,4,1,1.0
5751,2022-04-12,2023-07-29,43.0,Male,Stewartstad,0,0,0,,,,27,20,2.0
5752,2024-05-02,2024-05-11,67.0,Female,Judithfort,0,1,0,,2024-05-05,,2,1,1.0
5753,2021-10-04,2023-03-23,60.0,Male,Port Davidport,0,1,0,,2022-05-13,,107,32,15.0
5754,2020-10-10,2020-11-02,28.0,Female,Kennethbury,0,0,1,,,2020-11-01,6,3,1.0
5755,2021-04-21,2023-01-06,23.0,Female,Smithside,0,1,1,,2022-06-06,2022-07-24,178,88,22.0
5757,2023-02-02,2024-04-11,39.0,Male,Stephenborough,0,1,1,,2023-07-22,2023-04-26,18,78,40.0
5758,2022-09-21,2022-12-12,56.0,Male,North Theresa,0,2,0,,2022-11-26,,6,1,4.0
5759,2020-05-02,2022-05-06,40.0,Female,Adrianland,0,1,1,,2022-01-27,2022-03-08,69,123,11.0
5760,2023-06-12,2023-12-15,33.0,Female,Birdview,1,1,0,2023-12-04,2023-06-13,,61,11,2.0
5761,2020-12-05,2022-10-03,39.0,Female,Lake Carolyn,1,1,0,2022-07-10,2021-05-14,,99,11,20.0
5763,2021-01-05,2021-07-23,56.0,Male,East William,1,1,0,2021-03-13,2021-06-17,,98,10,18.0
5764,2022-09-30,2023-02-06,53.0,Male,East Jerometon,0,0,0,,,,56,12,2.0
5765,2020-07-07,2022-10-11,61.0,Male,Stanleyfort,1,0,0,2020-10-24,,,226,10,43.0
5766,2023-05-08,2023-08-27,47.0,Male,Dawnfort,0,1,1,,2023-06-30,2023-08-25,9,17,6.0
5767,2021-10-25,2022-07-17,38.0,Female,Davidton,0,1,1,,2022-06-15,2022-03-23,75,47,25.0
5768,2021-10-13,2023-01-27,58.0,Female,Michaelbury,1,3,0,2022-08-08,2022-10-22,,53,70,17.0
5769,2022-03-19,2022-07-05,59.0,Male,Paulburgh,0,2,0,,2022-06-05,,53,6,9.0
5770,2024-02-21,2024-03-31,31.0,Male,Lake Andrew,1,1,0,2024-03-14,2024-03-28,,13,5,1.0
5771,2021-07-03,2023-06-15,56.0,Male,Port Nathan,0,1,1,,2021-08-29,2022-03-18,6,56,36.0
5772,2020-12-19,2022-04-03,43.0,Female,Hutchinsontown,2,1,0,2022-02-05,2021-08-14,,14,55,32.0
5773,2021-01-18,2023-04-02,22.0,Female,Port Amanda,1,0,0,2022-11-17,,,179,88,53.0
5774,2021-08-16,2022-03-09,68.0,Female,Vaughnville,0,1,0,,2021-11-07,,88,22,8.0
5775,2020-12-20,2023-09-29,53.0,Male,Garciaburgh,0,0,0,,,,137,104,49.0
5776,2023-09-29,2023-10-14,43.0,Male,Moodyberg,2,0,0,2023-10-08,,,1,1,1.0
5777,2023-01-25,2023-03-03,39.0,Female,Port Scott,0,1,0,,2023-03-02,,9,4,2.0
5778,2021-06-22,2022-09-15,57.0,Male,South Robertmouth,1,0,0,2021-07-19,,,31,65,28.0
5779,2024-04-17,2024-04-17,21.0,Male,Riceport,0,2,1,,2024-04-17,2024-04-17,1,1,1.0
5780,2021-05-09,2021-12-01,54.0,Female,West Tinafurt,0,1,0,,2021-10-16,,1,21,19.0
5781,2023-03-26,2024-02-18,45.0,Male,Lake Douglasmouth,0,0,0,,,,13,33,17.0
5782,2024-04-25,2024-05-27,63.0,Female,West Joseph,0,0,0,,,,6,2,1.0
5783,2020-08-14,2022-03-24,66.0,Male,North Jennifer,0,0,0,,,,151,29,17.0
5784,2021-01-15,2021-11-02,47.0,Female,North Vanessahaven,2,0,0,2021-07-21,,,79,19,25.0
5785,2022-09-26,2022-10-25,32.0,Female,South David,0,0,1,,,2022-09-27,13,4,1.0
5787,2021-04-09,2024-05-12,34.0,Male,Jamesshire,1,0,0,2022-12-14,,,363,12,56.0
5788,2023-12-26,2023-12-30,66.0,Female,Justinside,0,1,1,,2023-12-27,2023-12-27,1,1,1.0
5789,2023-12-26,2024-04-12,48.0,Male,Port Drewberg,1,0,0,2024-03-20,,,51,5,6.0
5790,2021-09-20,2022-01-11,37.0,Female,Port Joshua,1,1,1,2021-12-20,2021-10-28,2021-11-02,54,11,3.0
5791,2021-05-08,2023-08-16,26.0,Male,Port Kimberlymouth,1,1,0,2021-11-02,2021-10-26,,276,135,28.0
5792,2020-03-31,2023-09-30,50.0,Female,Port Bettyborough,0,1,1,,2022-12-16,2022-01-05,59,35,19.0
5793,2020-03-17,2022-05-21,56.0,Male,New Josephville,0,0,1,,,2020-03-18,277,69,7.0
5794,2023-12-11,2024-05-11,40.0,Male,Moorehaven,0,0,0,,,,51,11,9.0
5795,2024-05-02,2024-05-13,30.0,Female,New Jessicachester,1,1,0,2024-05-09,2024-05-04,,4,1,1.0
5796,2023-06-12,2023-10-11,19.0,Male,Westchester,1,0,0,2023-06-26,,,20,20,1.0
5797,2023-05-08,2023-11-01,21.0,Male,Port Julia,1,0,0,2023-06-15,,,18,20,15.0
5798,2023-05-19,2023-07-09,43.0,Female,West Brandimouth,1,0,0,2023-06-07,,,5,9,4.0
5799,2022-05-26,2024-04-23,26.0,Female,Oliviaview,0,1,0,,2023-08-22,,105,96,12.0
5800,2020-08-06,2021-07-05,69.0,Female,Mitchellside,0,0,1,,,2020-08-25,108,44,19.0
5801,2021-01-22,2024-05-26,31.0,Female,North Brentmouth,0,0,0,,,,363,139,69.04999999999927
5802,2022-10-24,2023-11-15,45.0,Female,Dillonside,0,0,1,,,2023-10-27,73,61,10.0
5803,2024-01-19,2024-05-20,69.0,Male,Gutierrezberg,0,0,0,,,,52,1,3.0
5804,2021-08-26,2021-09-18,68.0,Male,Lake Tashatown,0,1,0,,2021-09-03,,10,1,1.0
5805,2020-09-13,2021-07-20,21.0,Female,North Kimberlychester,0,0,0,,,,78,32,13.0
5806,2022-06-03,2023-04-14,43.0,Male,West Matthewtown,0,0,1,,,2023-01-08,100,16,9.0
5807,2023-02-26,2023-06-16,33.0,Male,Scotthaven,0,1,0,,2023-05-18,,22,12,5.0
5808,2020-07-23,2020-09-03,39.0,Male,Robinsonhaven,1,0,0,2020-08-11,,,8,7,3.0
5809,2020-09-22,2021-10-03,43.0,Male,Jessicaville,0,0,0,,,,185,34,8.0
5810,2022-09-22,2022-12-13,55.0,Female,Adamston,0,0,0,,,,23,10,4.0
5811,2021-07-19,2023-07-14,34.0,Male,East Markborough,0,0,1,,,2022-08-03,193,134,12.0
5812,2022-03-18,2023-06-14,29.0,Male,South Angel,0,1,0,,2022-08-09,,105,83,26.0
5813,2022-11-12,2023-11-07,59.0,Female,Port Cody,0,0,0,,,,46,17,2.0
5814,2022-04-06,2023-10-12,23.0,Male,New Adrianaside,2,0,0,2023-01-02,,,84,7,39.0
5815,2024-05-02,2024-05-20,68.0,Female,Danielsville,0,0,0,,,,3,1,1.0
5816,2023-01-16,2023-05-18,62.0,Male,West Michaelland,0,0,1,,,2023-03-19,21,18,7.0
5817,2023-04-14,2024-03-10,59.0,Male,Lake Connor,0,2,0,,2023-07-03,,5,22,31.0
5818,2020-05-03,2022-09-15,34.0,Female,Micheleshire,1,0,1,2021-11-18,,2020-12-29,45,68,50.0
5819,2021-05-14,2023-12-31,38.0,Male,New Whitneyborough,1,0,1,2021-06-07,,2022-09-21,208,51,61.0
5820,2024-05-09,2024-05-20,43.0,Male,Lake Jacktown,0,0,0,,,,1,1,1.0
5821,2020-01-15,2020-04-09,41.0,Male,South Melissa,0,0,2,,,2020-02-18,28,3,3.0
5822,2021-02-16,2023-04-11,21.0,Female,Patrickborough,1,0,1,2021-03-17,,2021-12-08,309,136,23.0
5823,2021-03-14,2022-02-28,67.0,Male,New Joelborough,0,1,0,,2021-12-12,,54,5,2.0
5824,2022-01-03,2023-06-15,30.0,Male,Harrisonshire,1,1,0,2022-08-17,2022-08-07,,13,58,6.0
5826,2024-05-20,2024-05-30,45.0,Male,Aprilport,2,0,1,2024-05-28,,2024-05-20,4,1,1.0
5827,2022-06-09,2022-12-24,38.0,Female,Rochastad,0,0,1,,,2022-11-08,21,27,2.0
5828,2022-09-24,2024-02-25,63.0,Female,Lake Kevinview,0,0,1,,,2024-01-12,238,89,41.0
5829,2022-01-05,2023-10-24,63.0,Female,West Jenniferhaven,0,1,1,,2022-04-22,2023-10-02,39,117,63.0
5830,2023-09-04,2024-02-23,54.0,Female,Joshuafurt,1,1,1,2024-01-28,2023-11-01,2023-12-19,28,29,7.0
5831,2021-10-11,2023-09-26,28.0,Female,Parksbury,1,0,0,2023-04-18,,,26,109,3.0
5832,2023-10-28,2024-01-21,43.0,Male,Fergusonside,1,1,0,2023-11-07,2023-12-14,,36,2,5.0
5833,2023-04-10,2023-08-20,34.0,Male,Jonathanshire,1,1,0,2023-06-12,2023-06-01,,30,6,7.0
5834,2023-11-06,2024-05-05,43.0,Female,Matthewtown,0,0,0,,,,27,26,1.0
5835,2023-12-10,2024-03-14,22.0,Male,Markmouth,0,0,0,,,,32,9,1.0
5836,2022-10-23,2023-02-12,60.0,Female,Fischerview,0,1,1,,2022-11-27,2022-11-05,36,10,9.0
5837,2020-06-16,2021-08-11,59.0,Male,Randallborough,1,1,0,2020-12-05,2020-09-25,,34,21,29.0
5838,2022-06-07,2022-12-26,41.0,Female,West Heather,1,0,0,2022-08-08,,,28,10,15.0
5839,2020-11-17,2021-04-06,63.0,Female,Nelsonbury,0,1,2,,2021-02-23,2021-03-21,6,2,11.0
5840,2020-12-16,2022-01-06,55.0,Male,New Austin,1,0,0,2021-10-23,,,20,74,22.0
5841,2022-03-27,2024-04-22,43.0,Female,Johnsonburgh,1,0,1,2023-04-02,,2023-04-21,150,2,69.0
5842,2021-06-02,2023-07-25,53.0,Female,Kimberlyport,0,0,1,,,2023-05-02,146,11,14.0
5843,2023-04-27,2023-07-17,43.0,Female,Brownside,0,1,1,,2023-05-06,2023-06-02,21,11,6.0
5844,2020-03-01,2023-02-16,59.0,Male,Odonnellberg,0,0,0,,,,362,39,16.0
5845,2020-05-17,2023-02-07,26.0,Male,Jacksonmouth,0,0,0,,,,363,83,55.0
5846,2024-04-15,2024-04-24,34.0,Male,Lake James,2,0,2,2024-04-23,,2024-04-23,1,1,1.0
5847,2020-06-12,2022-05-31,33.0,Female,West Kevin,0,0,1,,,2022-03-05,159,73,13.0
5848,2024-03-02,2024-03-04,21.0,Female,Weberton,0,0,0,,,,1,1,1.0
5849,2023-06-06,2024-01-20,38.0,Female,Toddmouth,1,0,0,2023-09-02,,,20,8,21.0
5850,2023-02-07,2024-05-25,58.0,Male,Christineside,0,0,0,,,,167,23,31.0
5851,2023-11-27,2024-01-06,27.0,Female,South Johnhaven,1,1,0,2024-01-01,2023-12-10,,14,6,1.0
5852,2023-03-24,2023-10-03,59.0,Female,West Jaime,1,1,0,2023-06-20,2023-03-31,,38,2,6.0
5853,2022-04-13,2022-08-02,55.0,Male,Edwardstad,1,1,0,2022-05-06,2022-06-03,,44,17,2.0
5854,2020-08-13,2023-06-02,58.0,Male,Port Jasminechester,0,0,0,,,,157,139,51.0
5855,2022-05-13,2022-07-22,67.0,Male,Ellisview,0,0,1,,,2022-06-27,25,4,6.0
5856,2020-11-22,2021-10-30,48.0,Female,Johnsonborough,0,0,1,,,2021-10-09,60,32,22.0
5857,2023-11-09,2024-02-08,67.0,Male,West Joshuabury,1,0,0,2023-12-02,,,1,2,7.0
5858,2023-10-23,2024-05-29,42.0,Female,Heatherside,0,0,1,,,2024-01-01,13,41,9.0
5860,2021-05-19,2022-05-14,21.0,Male,Port Calvin,0,1,0,,2021-07-02,,68,60,34.0
5861,2021-02-02,2024-03-15,43.0,Female,West Kristenside,0,0,0,,,,171,104,16.0
5862,2023-08-13,2024-05-21,42.0,Male,Nicoleberg,2,0,0,2024-03-16,,,13,55,2.0
5863,2021-05-28,2022-08-29,41.0,Male,New Angelicafort,0,0,1,,,2022-02-18,55,12,15.0
5864,2022-03-18,2023-09-12,59.0,Male,Ashleyhaven,0,0,1,,,2023-09-09,174,14,46.0
5865,2023-06-12,2024-02-25,21.0,Female,West Susan,0,0,0,,,,8,38,10.0
5866,2022-08-25,2023-10-19,34.0,Female,New Jamesshire,0,1,1,,2023-09-11,2023-09-10,118,64,29.0
5867,2020-07-02,2024-01-05,63.0,Female,Port Danielleside,0,0,0,,,,363,139,34.0
5868,2023-02-28,2023-09-06,54.0,Female,North Juliaport,1,0,0,2023-05-19,,,61,2,4.0
5869,2023-10-28,2024-02-24,36.0,Male,Lewisfort,1,0,0,2023-10-31,,,7,2,6.0
5870,2021-01-24,2022-10-21,41.0,Female,Frankport,1,0,0,2022-06-23,,,121,38,16.0
5871,2023-06-03,2023-10-07,43.0,Male,Johnport,1,0,0,2023-07-28,,,23,12,7.0
5873,2020-05-25,2024-05-07,19.0,Female,Stevensonton,1,1,0,2023-10-03,2022-10-08,,212,139,69.04999999999927
5874,2021-11-13,2024-05-27,22.0,Male,West Peggyport,0,0,0,,,,363,20,8.0
5875,2020-07-19,2023-11-15,25.0,Male,Flowersview,0,0,1,,,2020-07-28,363,34,69.04999999999927
5876,2021-12-03,2023-11-04,59.0,Female,New Kennethbury,0,0,0,,,,86,89,69.0
5877,2023-09-27,2024-02-14,32.0,Female,Johnville,0,0,0,,,,59,9,2.0
5878,2024-01-29,2024-04-17,43.0,Female,New Nicole,0,0,0,,,,15,1,4.0
5879,2020-11-14,2022-06-08,39.0,Female,Fieldsfort,1,1,0,2021-12-30,2022-03-21,,186,67,47.0
5880,2022-11-14,2023-01-19,43.0,Male,Samuelmouth,0,0,0,,,,16,3,5.0
5881,2023-08-25,2024-01-26,40.0,Male,Port Terrichester,1,1,1,2024-01-24,2024-01-21,2023-12-03,7,11,11.0
5882,2023-01-15,2023-06-06,20.0,Female,North Ashley,0,0,2,,,2023-03-26,37,11,11.0
5883,2020-07-21,2021-05-05,62.0,Male,Josefort,0,0,1,,,2021-02-22,56,2,10.0
5884,2021-10-03,2023-11-17,19.0,Male,West Dennis,2,0,0,2023-09-19,,,329,72,47.0
5885,2021-02-25,2021-07-10,29.0,Female,Antonioside,1,0,0,2021-06-03,,,6,6,8.0
5886,2022-11-25,2024-02-05,48.0,Female,Jenkinshaven,0,1,1,,2023-08-23,2023-12-08,182,58,1.0
5887,2021-03-24,2023-02-20,43.0,Male,Schaefershire,1,0,0,2022-08-05,,,315,124,5.0
5888,2021-04-23,2021-10-03,59.0,Female,Chavezhaven,1,0,1,2021-08-07,,2021-08-17,26,13,15.0
5889,2022-01-14,2023-08-17,61.0,Male,Pamelaview,0,0,0,,,,47,34,9.0
5890,2020-06-04,2021-05-30,68.0,Female,Andrewsfort,1,0,2,2020-10-22,,2021-05-16,26,66,3.0
5891,2022-11-22,2023-12-24,57.0,Male,Johnville,1,0,1,2023-10-11,,2023-05-01,78,26,6.0
5892,2022-01-29,2023-01-05,57.0,Female,Dorseyshire,0,0,1,,,2022-06-23,29,21,26.0
5893,2021-10-23,2023-03-15,45.0,Female,Adamburgh,1,0,1,2022-02-19,,2022-07-26,188,97,36.0
5894,2023-05-13,2023-10-19,25.0,Male,Joshuaberg,1,1,1,2023-08-25,2023-09-12,2023-08-17,31,17,8.0
5895,2020-06-19,2022-07-26,56.0,Female,Merrittfurt,1,0,0,2021-11-23,,,35,37,66.0
5896,2023-08-17,2023-09-09,28.0,Male,Christinaton,0,0,0,,,,5,2,1.0
5897,2023-11-18,2024-05-25,26.0,Male,South Williamport,0,1,0,,2024-05-20,,88,13,12.0
5898,2023-03-23,2023-06-20,36.0,Male,New Ryanhaven,0,0,0,,,,8,5,3.0
5899,2020-10-10,2021-10-18,21.0,Male,New James,0,0,1,,,2021-05-31,32,20,26.0
5900,2022-01-03,2023-07-31,44.0,Male,Lake Lauramouth,1,0,2,2023-03-10,,2023-07-14,118,57,42.0
5901,2024-05-19,2024-05-26,56.0,Female,Ballview,0,0,0,,,,2,1,1.0
5902,2021-09-19,2023-02-17,65.0,Female,Port Jamie,1,1,1,2022-10-12,2022-06-29,2023-01-30,117,20,38.0
5903,2024-03-15,2024-04-28,21.0,Male,Port Matthewside,1,0,0,2024-04-14,,,17,6,1.0
5904,2023-03-26,2023-08-12,55.0,Female,Port Brandyview,0,1,0,,2023-03-31,,10,8,2.0
5905,2021-08-13,2023-12-10,37.0,Female,Port Stephanieburgh,1,0,0,2022-06-05,,,363,125,46.0
5907,2024-05-17,2024-05-26,43.0,Male,North Christopher,0,1,1,,2024-05-17,2024-05-25,1,1,1.0
5908,2024-02-06,2024-04-19,69.0,Male,Wigginsville,0,1,2,,2024-03-29,2024-03-24,35,1,4.0
5909,2020-10-27,2023-12-11,41.0,Male,Anthonychester,3,1,0,2023-01-28,2023-07-18,,21,100,25.0
5910,2022-05-01,2023-09-13,58.0,Female,West Lisamouth,1,0,2,2022-06-16,,2022-11-24,132,74,30.0
5911,2020-10-12,2023-09-09,61.0,Male,East Hannah,0,1,0,,2021-10-05,,29,46,23.0
5912,2021-01-24,2021-03-25,26.0,Male,West Michael,1,1,1,2021-03-01,2021-02-08,2021-01-27,8,5,1.0
5913,2022-06-12,2022-07-14,55.0,Male,Paulland,0,0,0,,,,10,1,2.0
5914,2021-09-08,2022-12-14,31.0,Male,Lake Rodneymouth,1,1,1,2022-07-12,2022-07-18,2021-12-31,63,32,25.0
5915,2023-09-09,2023-12-17,66.0,Male,Burnsside,1,0,1,2023-12-06,,2023-10-31,47,18,2.0
5916,2024-02-18,2024-05-08,43.0,Male,South Elizabethside,0,1,0,,2024-04-24,,12,13,1.0
5917,2021-10-31,2023-04-09,68.0,Male,West Jerry,1,0,1,2022-07-31,,2022-01-08,220,81,2.0
5918,2020-11-24,2024-02-26,21.0,Male,Edwardsshire,1,0,1,2021-12-11,,2023-03-10,363,139,69.04999999999927
5919,2020-02-06,2021-11-19,38.0,Male,Jonesfurt,0,0,0,,,,130,118,47.0
5920,2020-01-13,2023-11-26,64.0,Male,East Michaelburgh,0,0,0,,,,128,139,23.0
5921,2023-08-16,2024-04-03,33.0,Male,Costabury,0,0,1,,,2024-01-17,70,22,15.0
5922,2023-10-05,2023-12-11,30.0,Female,North Sierraburgh,0,0,0,,,,23,4,5.0
5923,2022-06-04,2022-07-12,51.0,Female,East Whitneymouth,0,1,0,,2022-06-30,,3,3,1.0
5924,2021-06-04,2021-11-19,60.0,Female,Lake Jacobfurt,0,0,0,,,,70,12,5.0
5925,2020-04-09,2022-03-28,65.0,Male,Stephanieside,1,0,0,2020-07-13,,,73,78,46.0
5926,2021-02-22,2024-03-09,36.0,Male,South Sonyaburgh,0,1,0,,2023-12-31,,270,46,40.0
5927,2022-08-28,2022-09-28,37.0,Male,Lake Jonathon,0,0,0,,,,3,4,2.0
5928,2020-06-21,2024-02-14,31.0,Male,West Jack,1,1,0,2023-08-01,2024-01-18,,179,83,69.04999999999927
5929,2022-01-12,2024-04-07,38.0,Male,New Jennifershire,1,0,0,2022-05-25,,,363,134,62.0
5930,2022-03-22,2022-06-04,51.0,Male,Oconnorville,1,1,0,2022-04-22,2022-04-15,,30,13,6.0
5931,2023-10-05,2024-04-03,41.0,Male,New Heatherchester,0,1,0,,2023-10-30,,61,34,16.0
5932,2022-09-26,2023-01-26,68.0,Male,Robertview,0,0,0,,,,56,11,11.0
5933,2021-05-02,2022-08-19,58.0,Male,South Jeffreyside,1,1,0,2021-08-13,2022-06-27,,98,32,16.0
5934,2020-09-01,2021-05-15,45.0,Female,Austinfort,2,0,0,2021-04-11,,,53,39,16.0
5935,2023-06-06,2023-08-09,37.0,Female,South Jasmine,0,0,1,,,2023-08-06,19,5,4.0
5936,2022-08-01,2023-03-19,47.0,Female,Lake Natalieborough,1,0,0,2022-09-02,,,46,33,18.0
5937,2024-02-14,2024-04-13,47.0,Male,Joshuafurt,1,0,0,2024-03-08,,,7,7,1.0
5938,2021-08-11,2023-11-18,43.0,Female,North Jasonborough,0,0,0,,,,284,8,60.0
5939,2023-02-28,2023-09-29,54.0,Male,East Brianchester,1,0,0,2023-04-28,,,90,34,11.0
5940,2022-01-23,2022-03-01,59.0,Male,New Jeffreystad,1,0,0,2022-02-26,,,6,3,1.0
5941,2020-09-19,2023-06-27,45.0,Female,Lake Melissafort,0,1,1,,2022-01-06,2021-01-25,200,139,65.0
5942,2021-11-06,2024-05-10,35.0,Male,South Rodney,0,1,0,,2023-07-26,,95,19,3.0
5943,2020-03-05,2020-03-30,44.0,Female,South Tyler,1,0,0,2020-03-13,,,6,4,1.0
5944,2020-11-25,2022-01-27,47.0,Male,Edwardside,0,1,0,,2021-08-14,,164,80,2.0
5945,2021-09-25,2024-01-27,43.0,Male,Lake Victoriabury,2,0,0,2023-03-12,,,4,90,52.0
5946,2022-04-22,2022-07-26,43.0,Male,Michaelberg,1,0,1,2022-04-23,,2022-05-30,10,10,7.0
5947,2021-04-12,2023-01-04,32.0,Female,Port Samanthashire,2,1,0,2022-06-14,2022-12-06,,43,82,7.0
5948,2020-09-17,2024-04-24,35.0,Male,North Terri,0,1,0,,2023-09-20,,332,139,69.04999999999927
5949,2020-10-20,2021-11-08,27.0,Female,Lake Grantmouth,0,0,1,,,2021-10-19,40,33,25.0
5950,2023-06-16,2024-03-19,60.0,Male,Petersenchester,1,0,0,2023-08-15,,,134,15,22.0
5951,2022-03-09,2022-07-05,59.0,Male,Nathanport,0,1,0,,2022-04-17,,17,21,5.0
5952,2020-07-21,2021-07-06,42.0,Male,Sharpmouth,0,0,0,,,,54,37,27.0
5953,2021-11-06,2023-01-02,28.0,Female,Lake Nancyberg,2,0,1,2022-11-26,,2022-10-26,61,29,24.0
5954,2023-01-20,2023-05-08,44.0,Female,Brianshire,0,2,0,,2023-04-24,,44,7,6.0
5955,2022-06-24,2023-05-05,43.0,Female,New Manueltown,2,0,0,2023-04-17,,,147,17,14.0
5956,2021-04-02,2023-04-14,56.0,Female,East Johnathanview,1,0,0,2021-11-22,,,134,80,62.0
5957,2023-09-30,2024-01-30,22.0,Female,East Chad,2,0,0,2024-01-28,,,56,22,10.0
5958,2023-08-12,2023-08-23,35.0,Male,New Jameschester,0,0,0,,,,3,1,1.0
5959,2022-01-07,2022-04-24,47.0,Male,Sparksside,0,0,2,,,2022-04-12,38,20,1.0
5960,2023-03-23,2023-12-02,58.0,Male,Ericburgh,0,1,0,,2023-06-23,,15,44,24.0
5961,2021-06-19,2021-09-25,32.0,Female,Phillipsport,0,0,1,,,2021-08-04,34,18,7.0
5962,2022-04-11,2023-12-12,35.0,Female,South Lisahaven,0,0,0,,,,248,62,26.0
5963,2022-03-04,2023-10-26,26.0,Male,Lake Ashleytown,1,1,0,2023-05-11,2023-08-30,,178,28,2.0
5964,2021-08-30,2023-11-23,62.0,Male,Scottfurt,0,2,0,,2023-09-06,,129,89,29.0
5966,2023-10-04,2024-04-18,52.0,Male,South Andrewbury,0,1,0,,2024-03-01,,11,23,4.0
5967,2023-06-17,2023-08-22,49.0,Male,West Amyberg,0,1,0,,2023-06-26,,23,2,4.0
5968,2021-03-24,2023-09-07,50.0,Female,Shawnmouth,0,3,0,,2022-10-08,,250,25,44.0
5969,2022-11-20,2024-02-22,31.0,Female,West Daisyhaven,1,0,0,2023-11-16,,,166,34,11.0
